"state","county","fips","countytype","countylabel","cbsa","cbsatitle","cbsatype","cbsalabel","cbsafipslabel","csa","csatitle","csalabel","csafipslabel"
"NC","Onslow County","37133","central","Onslow County, NC (central): 37133","27340","Jacksonville, NC","metro","Jacksonville, NC (metro): 27340","c('37133')","","","",""
"TX","Cherokee County","48073","central","Cherokee County, TX (central): 48073","27380","Jacksonville, TX","micro","Jacksonville, TX (micro): 27380","c('48073')","540","Tyler-Jacksonville, TX","Tyler-Jacksonville, TX: 540","c('48073','48423')"
"ND","Stutsman County","38093","central","Stutsman County, ND (central): 38093","27420","Jamestown, ND","micro","Jamestown, ND (micro): 27420","c('38093')","","","",""
"NY","Chautauqua County","36013","central","Chautauqua County, NY (central): 36013","27460","Jamestown-Dunkirk, NY","micro","Jamestown-Dunkirk, NY (micro): 27460","c('36013')","","","",""
"WI","Rock County","55105","central","Rock County, WI (central): 55105","27500","Janesville-Beloit, WI","metro","Janesville-Beloit, WI (metro): 27500","c('55105')","357","Madison-Janesville-Beloit, WI","Madison-Janesville-Beloit, WI: 357","c('55111','55105','55021','55025','55045','55049')"
"IN","Dubois County","18037","central","Dubois County, IN (central): 18037","27540","Jasper, IN","micro","Jasper, IN (micro): 27540","c('18037')","","","",""
"MO","Callaway County","29027","outlying","Callaway County, MO (outlying): 29027","27620","Jefferson City, MO","metro","Jefferson City, MO (metro): 27620","c('29027','29051','29135','29151')","190","Columbia-Jefferson City-Moberly, MO","Columbia-Jefferson City-Moberly, MO: 190","c('29019','29053','29089','29027','29051','29135','29151','29007','29175')"
"MO","Cole County","29051","central","Cole County, MO (central): 29051","27620","Jefferson City, MO","metro","Jefferson City, MO (metro): 27620","c('29027','29051','29135','29151')","190","Columbia-Jefferson City-Moberly, MO","Columbia-Jefferson City-Moberly, MO: 190","c('29019','29053','29089','29027','29051','29135','29151','29007','29175')"
"MO","Moniteau County","29135","outlying","Moniteau County, MO (outlying): 29135","27620","Jefferson City, MO","metro","Jefferson City, MO (metro): 27620","c('29027','29051','29135','29151')","190","Columbia-Jefferson City-Moberly, MO","Columbia-Jefferson City-Moberly, MO: 190","c('29019','29053','29089','29027','29051','29135','29151','29007','29175')"
"MO","Osage County","29151","outlying","Osage County, MO (outlying): 29151","27620","Jefferson City, MO","metro","Jefferson City, MO (metro): 27620","c('29027','29051','29135','29151')","190","Columbia-Jefferson City-Moberly, MO","Columbia-Jefferson City-Moberly, MO: 190","c('29019','29053','29089','29027','29051','29135','29151','29007','29175')"
"GA","Jackson County","13157","central","Jackson County, GA (central): 13157","27600","Jefferson, GA","micro","Jefferson, GA (micro): 27600","c('13157')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
"GA","Wayne County","13305","central","Wayne County, GA (central): 13305","27700","Jesup, GA","micro","Jesup, GA (micro): 27700","c('13305')","496","Savannah-Hinesville-Statesboro, GA","Savannah-Hinesville-Statesboro, GA: 496","c('13179','13183','13305','13029','13051','13103','13031','13109')"
"TN","Carter County","47019","central","Carter County, TN (central): 47019","27740","Johnson City, TN","metro","Johnson City, TN (metro): 27740","c('47019','47171','47179')","304","Johnson City-Kingsport-Bristol, TN-VA","Johnson City-Kingsport-Bristol, TN-VA: 304","c('47059','47019','47171','47179','47073','47163','51169','51191','51520')"
"TN","Unicoi County","47171","outlying","Unicoi County, TN (outlying): 47171","27740","Johnson City, TN","metro","Johnson City, TN (metro): 27740","c('47019','47171','47179')","304","Johnson City-Kingsport-Bristol, TN-VA","Johnson City-Kingsport-Bristol, TN-VA: 304","c('47059','47019','47171','47179','47073','47163','51169','51191','51520')"
"TN","Washington County","47179","central","Washington County, TN (central): 47179","27740","Johnson City, TN","metro","Johnson City, TN (metro): 27740","c('47019','47171','47179')","304","Johnson City-Kingsport-Bristol, TN-VA","Johnson City-Kingsport-Bristol, TN-VA: 304","c('47059','47019','47171','47179','47073','47163','51169','51191','51520')"
"PA","Cambria County","42021","central","Cambria County, PA (central): 42021","27780","Johnstown, PA","metro","Johnstown, PA (metro): 27780","c('42021')","306","Johnstown-Somerset, PA","Johnstown-Somerset, PA: 306","c('42021','42111')"
"AR","Craighead County","05031","central","Craighead County, AR (central): 05031","27860","Jonesboro, AR","metro","Jonesboro, AR (metro): 27860","c('05031','05111')","308","Jonesboro-Paragould, AR","Jonesboro-Paragould, AR: 308","c('05031','05111','05055')"
"AR","Poinsett County","05111","outlying","Poinsett County, AR (outlying): 05111","27860","Jonesboro, AR","metro","Jonesboro, AR (metro): 27860","c('05031','05111')","308","Jonesboro-Paragould, AR","Jonesboro-Paragould, AR: 308","c('05031','05111','05055')"
"KS","Cherokee County","20021","outlying","Cherokee County, KS (outlying): 20021","27900","Joplin, MO-KS","metro","Joplin, MO-KS (metro): 27900","c('20021','29097','29145')","309","Joplin-Miami, MO-OK-KS","Joplin-Miami, MO-OK-KS: 309","c('20021','29097','29145','40115')"
"MO","Jasper County","29097","central","Jasper County, MO (central): 29097","27900","Joplin, MO-KS","metro","Joplin, MO-KS (metro): 27900","c('20021','29097','29145')","309","Joplin-Miami, MO-OK-KS","Joplin-Miami, MO-OK-KS: 309","c('20021','29097','29145','40115')"
"MO","Newton County","29145","outlying","Newton County, MO (outlying): 29145","27900","Joplin, MO-KS","metro","Joplin, MO-KS (metro): 27900","c('20021','29097','29145')","309","Joplin-Miami, MO-OK-KS","Joplin-Miami, MO-OK-KS: 309","c('20021','29097','29145','40115')"
"AK","Juneau City and Borough","02110","central","Juneau City and Borough, AK (central): 02110","27940","Juneau, AK","micro","Juneau, AK (micro): 27940","c('02110')","","","",""
"HI","Kalawao County","15005","outlying","Kalawao County, HI (outlying): 15005","27980","Kahului-Wailuku, HI","metro","Kahului-Wailuku, HI (metro): 27980","c('15005','15009')","","","",""
"HI","Maui County","15009","central","Maui County, HI (central): 15009","27980","Kahului-Wailuku, HI","metro","Kahului-Wailuku, HI (metro): 27980","c('15005','15009')","","","",""
"MI","Kalamazoo County","26077","central","Kalamazoo County, MI (central): 26077","28020","Kalamazoo-Portage, MI","metro","Kalamazoo-Portage, MI (metro): 28020","c('26077')","310","Kalamazoo-Battle Creek-Portage, MI","Kalamazoo-Battle Creek-Portage, MI: 310","c('26025','26077','26149')"
"MT","Flathead County","30029","central","Flathead County, MT (central): 30029","28060","Kalispell, MT","micro","Kalispell, MT (micro): 28060","c('30029')","","","",""
"IL","Kankakee County","17091","central","Kankakee County, IL (central): 17091","28100","Kankakee, IL","metro","Kankakee, IL (metro): 28100","c('17091')","176","Chicago-Naperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI: 176","c('17031','17037','17043','17063','17089','17093','17097','17111','17197','18073','18089','18111','18127','17091','55059','18091','17011','17099','17155')"
"KS","Johnson County","20091","central","Johnson County, KS (central): 20091","28140","Kansas City, MO-KS","metro","Kansas City, MO-KS (metro): 28140","c('20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177')","312","Kansas City-Overland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS: 312","c('20005','20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177','20045','20059','20043','29003','29021','29063','29101')"
"KS","Leavenworth County","20103","outlying","Leavenworth County, KS (outlying): 20103","28140","Kansas City, MO-KS","metro","Kansas City, MO-KS (metro): 28140","c('20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177')","312","Kansas City-Overland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS: 312","c('20005','20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177','20045','20059','20043','29003','29021','29063','29101')"
"KS","Linn County","20107","outlying","Linn County, KS (outlying): 20107","28140","Kansas City, MO-KS","metro","Kansas City, MO-KS (metro): 28140","c('20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177')","312","Kansas City-Overland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS: 312","c('20005','20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177','20045','20059','20043','29003','29021','29063','29101')"
"KS","Miami County","20121","outlying","Miami County, KS (outlying): 20121","28140","Kansas City, MO-KS","metro","Kansas City, MO-KS (metro): 28140","c('20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177')","312","Kansas City-Overland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS: 312","c('20005','20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177','20045','20059','20043','29003','29021','29063','29101')"
"KS","Wyandotte County","20209","central","Wyandotte County, KS (central): 20209","28140","Kansas City, MO-KS","metro","Kansas City, MO-KS (metro): 28140","c('20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177')","312","Kansas City-Overland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS: 312","c('20005','20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177','20045','20059','20043','29003','29021','29063','29101')"
"MO","Bates County","29013","outlying","Bates County, MO (outlying): 29013","28140","Kansas City, MO-KS","metro","Kansas City, MO-KS (metro): 28140","c('20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177')","312","Kansas City-Overland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS: 312","c('20005','20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177','20045','20059','20043','29003','29021','29063','29101')"
"MO","Caldwell County","29025","outlying","Caldwell County, MO (outlying): 29025","28140","Kansas City, MO-KS","metro","Kansas City, MO-KS (metro): 28140","c('20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177')","312","Kansas City-Overland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS: 312","c('20005','20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177','20045','20059','20043','29003','29021','29063','29101')"
"MO","Cass County","29037","central","Cass County, MO (central): 29037","28140","Kansas City, MO-KS","metro","Kansas City, MO-KS (metro): 28140","c('20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177')","312","Kansas City-Overland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS: 312","c('20005','20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177','20045','20059','20043','29003','29021','29063','29101')"
"MO","Clay County","29047","central","Clay County, MO (central): 29047","28140","Kansas City, MO-KS","metro","Kansas City, MO-KS (metro): 28140","c('20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177')","312","Kansas City-Overland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS: 312","c('20005','20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177','20045','20059','20043','29003','29021','29063','29101')"
"MO","Clinton County","29049","outlying","Clinton County, MO (outlying): 29049","28140","Kansas City, MO-KS","metro","Kansas City, MO-KS (metro): 28140","c('20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177')","312","Kansas City-Overland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS: 312","c('20005','20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177','20045','20059','20043','29003','29021','29063','29101')"
"MO","Jackson County","29095","central","Jackson County, MO (central): 29095","28140","Kansas City, MO-KS","metro","Kansas City, MO-KS (metro): 28140","c('20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177')","312","Kansas City-Overland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS: 312","c('20005','20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177','20045','20059','20043','29003','29021','29063','29101')"
"MO","Lafayette County","29107","outlying","Lafayette County, MO (outlying): 29107","28140","Kansas City, MO-KS","metro","Kansas City, MO-KS (metro): 28140","c('20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177')","312","Kansas City-Overland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS: 312","c('20005','20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177','20045','20059','20043','29003','29021','29063','29101')"
"MO","Platte County","29165","central","Platte County, MO (central): 29165","28140","Kansas City, MO-KS","metro","Kansas City, MO-KS (metro): 28140","c('20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177')","312","Kansas City-Overland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS: 312","c('20005','20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177','20045','20059','20043','29003','29021','29063','29101')"
"MO","Ray County","29177","outlying","Ray County, MO (outlying): 29177","28140","Kansas City, MO-KS","metro","Kansas City, MO-KS (metro): 28140","c('20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177')","312","Kansas City-Overland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS: 312","c('20005','20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177','20045','20059','20043','29003','29021','29063','29101')"
"HI","Kauai County","15007","central","Kauai County, HI (central): 15007","28180","Kapaa, HI","micro","Kapaa, HI (micro): 28180","c('15007')","","","",""
"NE","Buffalo County","31019","central","Buffalo County, NE (central): 31019","28260","Kearney, NE","micro","Kearney, NE (micro): 28260","c('31019','31099')","","","",""
"NE","Kearney County","31099","outlying","Kearney County, NE (outlying): 31099","28260","Kearney, NE","micro","Kearney, NE (micro): 28260","c('31019','31099')","","","",""
"NH","Cheshire County","33005","central","Cheshire County, NH (central): 33005","28300","Keene, NH","micro","Keene, NH (micro): 28300","c('33005')","313","Keene-Brattleboro, NH-VT","Keene-Brattleboro, NH-VT: 313","c('50025','33005')"
"IN","Noble County","18113","central","Noble County, IN (central): 18113","28340","Kendallville, IN","micro","Kendallville, IN (micro): 28340","c('18113')","258","Fort Wayne-Huntington-Auburn, IN","Fort Wayne-Huntington-Auburn, IN: 258","c('18151','18033','18001','18003','18179','18183','18069','18113')"
"MO","Dunklin County","29069","central","Dunklin County, MO (central): 29069","28380","Kennett, MO","micro","Kennett, MO (micro): 28380","c('29069')","","","",""
"WA","Benton County","53005","central","Benton County, WA (central): 53005","28420","Kennewick-Richland, WA","metro","Kennewick-Richland, WA (metro): 28420","c('53005','53021')","314","Kennewick-Richland-Walla Walla, WA","Kennewick-Richland-Walla Walla, WA: 314","c('53005','53021','53071')"
"WA","Franklin County","53021","central","Franklin County, WA (central): 53021","28420","Kennewick-Richland, WA","metro","Kennewick-Richland, WA (metro): 28420","c('53005','53021')","314","Kennewick-Richland-Walla Walla, WA","Kennewick-Richland-Walla Walla, WA: 314","c('53005','53021','53071')"
"WI","Kenosha County","55059","central","Kenosha County, WI (central): 55059","28450","Kenosha, WI","metro","Kenosha, WI (metro): 28450","c('55059')","176","Chicago-Naperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI: 176","c('17031','17037','17043','17063','17089','17093','17097','17111','17197','18073','18089','18111','18127','17091','55059','18091','17011','17099','17155')"
"TX","Kerr County","48265","central","Kerr County, TX (central): 48265","28500","Kerrville, TX","micro","Kerrville, TX (micro): 28500","c('48265')","484","San Antonio-New Braunfels-Kerrville, TX","San Antonio-New Braunfels-Kerrville, TX: 484","c('48171','48265','48013','48019','48029','48091','48187','48259','48325','48493')"
"AK","Ketchikan Gateway Borough","02130","central","Ketchikan Gateway Borough, AK (central): 02130","28540","Ketchikan, AK","micro","Ketchikan, AK (micro): 28540","c('02130')","","","",""
"FL","Monroe County","12087","central","Monroe County, FL (central): 12087","28580","Key West-Key Largo, FL","micro","Key West-Key Largo, FL (micro): 28580","c('12087')","370","Miami-Port St. Lucie-Fort Lauderdale, FL","Miami-Port St. Lucie-Fort Lauderdale, FL: 370","c('12087','12011','12086','12099','12093','12085','12111','12061')"
"NC","Dare County","37055","central","Dare County, NC (central): 37055","28620","Kill Devil Hills, NC","micro","Kill Devil Hills, NC (micro): 28620","c('37055')","545","Virginia Beach-Chesapeake, VA-NC","Virginia Beach-Chesapeake, VA-NC: 545","c('37139','37055','37029','37053','37073','51073','51093','51095','51115','51181','51199','51550','51650','51700','51710','51735','51740','51800','51810','51830')"
"TX","Bell County","48027","central","Bell County, TX (central): 48027","28660","Killeen-Temple, TX","metro","Killeen-Temple, TX (metro): 28660","c('48027','48099','48281')","","","",""
"TX","Coryell County","48099","central","Coryell County, TX (central): 48099","28660","Killeen-Temple, TX","metro","Killeen-Temple, TX (metro): 28660","c('48027','48099','48281')","","","",""
"TX","Lampasas County","48281","outlying","Lampasas County, TX (outlying): 48281","28660","Killeen-Temple, TX","metro","Killeen-Temple, TX (metro): 28660","c('48027','48099','48281')","","","",""
"GA","Camden County","13039","central","Camden County, GA (central): 13039","28680","Kingsland, GA","micro","Kingsland, GA (micro): 28680","c('13039')","300","Jacksonville-Kingsland-Palatka, FL-GA","Jacksonville-Kingsland-Palatka, FL-GA: 300","c('12003','12019','12031','12089','12109','13039','12107')"
"TN","Hawkins County","47073","central","Hawkins County, TN (central): 47073","28700","Kingsport-Bristol, TN-VA","metro","Kingsport-Bristol, TN-VA (metro): 28700","c('47073','47163','51169','51191','51520')","304","Johnson City-Kingsport-Bristol, TN-VA","Johnson City-Kingsport-Bristol, TN-VA: 304","c('47059','47019','47171','47179','47073','47163','51169','51191','51520')"
"TN","Sullivan County","47163","central","Sullivan County, TN (central): 47163","28700","Kingsport-Bristol, TN-VA","metro","Kingsport-Bristol, TN-VA (metro): 28700","c('47073','47163','51169','51191','51520')","304","Johnson City-Kingsport-Bristol, TN-VA","Johnson City-Kingsport-Bristol, TN-VA: 304","c('47059','47019','47171','47179','47073','47163','51169','51191','51520')"
"VA","Scott County","51169","outlying","Scott County, VA (outlying): 51169","28700","Kingsport-Bristol, TN-VA","metro","Kingsport-Bristol, TN-VA (metro): 28700","c('47073','47163','51169','51191','51520')","304","Johnson City-Kingsport-Bristol, TN-VA","Johnson City-Kingsport-Bristol, TN-VA: 304","c('47059','47019','47171','47179','47073','47163','51169','51191','51520')"
"VA","Washington County","51191","outlying","Washington County, VA (outlying): 51191","28700","Kingsport-Bristol, TN-VA","metro","Kingsport-Bristol, TN-VA (metro): 28700","c('47073','47163','51169','51191','51520')","304","Johnson City-Kingsport-Bristol, TN-VA","Johnson City-Kingsport-Bristol, TN-VA: 304","c('47059','47019','47171','47179','47073','47163','51169','51191','51520')"
"VA","Bristol city","51520","outlying","Bristol city, VA (outlying): 51520","28700","Kingsport-Bristol, TN-VA","metro","Kingsport-Bristol, TN-VA (metro): 28700","c('47073','47163','51169','51191','51520')","304","Johnson City-Kingsport-Bristol, TN-VA","Johnson City-Kingsport-Bristol, TN-VA: 304","c('47059','47019','47171','47179','47073','47163','51169','51191','51520')"
"NY","Ulster County","36111","central","Ulster County, NY (central): 36111","28740","Kingston, NY","metro","Kingston, NY (metro): 28740","c('36111')","408","New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA: 408","c('09120','09190','42103','36111','36027','36071','36105','34003','34013','34017','34019','34023','34025','34027','34029','34031','34035','34037','34039','36005','36047','36059','36061','36079','36081','36085','36087','36103','36119','34021')"
"TX","Kleberg County","48273","central","Kleberg County, TX (central): 48273","28780","Kingsville, TX","micro","Kingsville, TX (micro): 28780","c('48273')","204","Corpus Christi-Kingsville-Alice, TX","Corpus Christi-Kingsville-Alice, TX: 204","c('48047','48249','48007','48355','48409','48273')"
"NC","Lenoir County","37107","central","Lenoir County, NC (central): 37107","28820","Kinston, NC","micro","Kinston, NC (micro): 28820","c('37107')","","","",""
"MO","Adair County","29001","central","Adair County, MO (central): 29001","28860","Kirksville, MO","micro","Kirksville, MO (micro): 28860","c('29001','29197')","","","",""
"MO","Schuyler County","29197","outlying","Schuyler County, MO (outlying): 29197","28860","Kirksville, MO","micro","Kirksville, MO (micro): 28860","c('29001','29197')","","","",""
"NY","Dutchess County","36027","central","Dutchess County, NY (central): 36027","28880","Kiryas Joel-Poughkeepsie-Newburgh, NY","metro","Kiryas Joel-Poughkeepsie-Newburgh, NY (metro): 28880","c('36027','36071')","408","New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA: 408","c('09120','09190','42103','36111','36027','36071','36105','34003','34013','34017','34019','34023','34025','34027','34029','34031','34035','34037','34039','36005','36047','36059','36061','36079','36081','36085','36087','36103','36119','34021')"
"NY","Orange County","36071","central","Orange County, NY (central): 36071","28880","Kiryas Joel-Poughkeepsie-Newburgh, NY","metro","Kiryas Joel-Poughkeepsie-Newburgh, NY (metro): 28880","c('36027','36071')","408","New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA: 408","c('09120','09190','42103','36111','36027','36071','36105','34003','34013','34017','34019','34023','34025','34027','34029','34031','34035','34037','34039','36005','36047','36059','36061','36079','36081','36085','36087','36103','36119','34021')"
"OR","Klamath County","41035","central","Klamath County, OR (central): 41035","28900","Klamath Falls, OR","micro","Klamath Falls, OR (micro): 28900","c('41035')","","","",""
"TN","Anderson County","47001","central","Anderson County, TN (central): 47001","28940","Knoxville, TN","metro","Knoxville, TN (metro): 28940","c('47001','47009','47013','47057','47093','47105','47129','47145','47173')","315","Knoxville-Morristown-Sevierville, TN","Knoxville-Morristown-Sevierville, TN: 315","c('47001','47009','47013','47057','47093','47105','47129','47145','47173','47063','47089','47029','47155')"
"TN","Blount County","47009","central","Blount County, TN (central): 47009","28940","Knoxville, TN","metro","Knoxville, TN (metro): 28940","c('47001','47009','47013','47057','47093','47105','47129','47145','47173')","315","Knoxville-Morristown-Sevierville, TN","Knoxville-Morristown-Sevierville, TN: 315","c('47001','47009','47013','47057','47093','47105','47129','47145','47173','47063','47089','47029','47155')"
"TN","Campbell County","47013","outlying","Campbell County, TN (outlying): 47013","28940","Knoxville, TN","metro","Knoxville, TN (metro): 28940","c('47001','47009','47013','47057','47093','47105','47129','47145','47173')","315","Knoxville-Morristown-Sevierville, TN","Knoxville-Morristown-Sevierville, TN: 315","c('47001','47009','47013','47057','47093','47105','47129','47145','47173','47063','47089','47029','47155')"
"TN","Grainger County","47057","outlying","Grainger County, TN (outlying): 47057","28940","Knoxville, TN","metro","Knoxville, TN (metro): 28940","c('47001','47009','47013','47057','47093','47105','47129','47145','47173')","315","Knoxville-Morristown-Sevierville, TN","Knoxville-Morristown-Sevierville, TN: 315","c('47001','47009','47013','47057','47093','47105','47129','47145','47173','47063','47089','47029','47155')"
"TN","Knox County","47093","central","Knox County, TN (central): 47093","28940","Knoxville, TN","metro","Knoxville, TN (metro): 28940","c('47001','47009','47013','47057','47093','47105','47129','47145','47173')","315","Knoxville-Morristown-Sevierville, TN","Knoxville-Morristown-Sevierville, TN: 315","c('47001','47009','47013','47057','47093','47105','47129','47145','47173','47063','47089','47029','47155')"
"TN","Loudon County","47105","central","Loudon County, TN (central): 47105","28940","Knoxville, TN","metro","Knoxville, TN (metro): 28940","c('47001','47009','47013','47057','47093','47105','47129','47145','47173')","315","Knoxville-Morristown-Sevierville, TN","Knoxville-Morristown-Sevierville, TN: 315","c('47001','47009','47013','47057','47093','47105','47129','47145','47173','47063','47089','47029','47155')"
"TN","Morgan County","47129","outlying","Morgan County, TN (outlying): 47129","28940","Knoxville, TN","metro","Knoxville, TN (metro): 28940","c('47001','47009','47013','47057','47093','47105','47129','47145','47173')","315","Knoxville-Morristown-Sevierville, TN","Knoxville-Morristown-Sevierville, TN: 315","c('47001','47009','47013','47057','47093','47105','47129','47145','47173','47063','47089','47029','47155')"
"TN","Roane County","47145","outlying","Roane County, TN (outlying): 47145","28940","Knoxville, TN","metro","Knoxville, TN (metro): 28940","c('47001','47009','47013','47057','47093','47105','47129','47145','47173')","315","Knoxville-Morristown-Sevierville, TN","Knoxville-Morristown-Sevierville, TN: 315","c('47001','47009','47013','47057','47093','47105','47129','47145','47173','47063','47089','47029','47155')"
"TN","Union County","47173","outlying","Union County, TN (outlying): 47173","28940","Knoxville, TN","metro","Knoxville, TN (metro): 28940","c('47001','47009','47013','47057','47093','47105','47129','47145','47173')","315","Knoxville-Morristown-Sevierville, TN","Knoxville-Morristown-Sevierville, TN: 315","c('47001','47009','47013','47057','47093','47105','47129','47145','47173','47063','47089','47029','47155')"
"IN","Howard County","18067","central","Howard County, IN (central): 18067","29020","Kokomo, IN","metro","Kokomo, IN (metro): 29020","c('18067')","294","Indianapolis-Carmel-Muncie, IN","Indianapolis-Carmel-Muncie, IN: 294","c('18005','18107','18133','18031','18011','18013','18057','18059','18063','18081','18095','18097','18109','18145','18159','18067','18035','18065','18103','18071')"
"MN","Houston County","27055","central","Houston County, MN (central): 27055","29100","La Crosse-Onalaska, WI-MN","metro","La Crosse-Onalaska, WI-MN (metro): 29100","c('27055','55063','55123')","317","La Crosse-Onalaska-Sparta, WI-MN","La Crosse-Onalaska-Sparta, WI-MN: 317","c('27055','55063','55123','55081')"
"WI","La Crosse County","55063","central","La Crosse County, WI (central): 55063","29100","La Crosse-Onalaska, WI-MN","metro","La Crosse-Onalaska, WI-MN (metro): 29100","c('27055','55063','55123')","317","La Crosse-Onalaska-Sparta, WI-MN","La Crosse-Onalaska-Sparta, WI-MN: 317","c('27055','55063','55123','55081')"
"WI","Vernon County","55123","outlying","Vernon County, WI (outlying): 55123","29100","La Crosse-Onalaska, WI-MN","metro","La Crosse-Onalaska, WI-MN (metro): 29100","c('27055','55063','55123')","317","La Crosse-Onalaska-Sparta, WI-MN","La Crosse-Onalaska-Sparta, WI-MN: 317","c('27055','55063','55123','55081')"
"OR","Union County","41061","central","Union County, OR (central): 41061","29260","La Grande, OR","micro","La Grande, OR (micro): 29260","c('41061')","","","",""
"AL","Chambers County","01017","outlying","Chambers County, AL (outlying): 01017","29300","LaGrange, GA-AL","micro","LaGrange, GA-AL (micro): 29300","c('01017','13285')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
"GA","Troup County","13285","central","Troup County, GA (central): 13285","29300","LaGrange, GA-AL","micro","LaGrange, GA-AL (micro): 29300","c('01017','13285')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
"NH","Belknap County","33001","central","Belknap County, NH (central): 33001","29060","Laconia, NH","micro","Laconia, NH (micro): 29060","c('33001')","148","Boston-Worcester-Providence, MA-RI-NH","Boston-Worcester-Providence, MA-RI-NH: 148","c('25001','25009','25017','25021','25023','25025','33015','33017','33013','33001','33011','25005','44001','44003','44005','44007','44009','25027')"
