"state","county","fips","countytype","countylabel","cbsa","cbsatitle","cbsatype","cbsalabel","cbsafipslabel","csa","csatitle","csalabel","csafipslabel"
"LA","Acadia Parish","22001","outlying","Acadia Parish, LA (outlying): 22001","29180","Lafayette, LA","metro","Lafayette, LA (metro): 29180","c('22001','22055','22099','22113')","318","Lafayette-New Iberia-Opelousas, LA","Lafayette-New Iberia-Opelousas, LA: 318","c('22001','22055','22099','22113','22045','22097')"
"LA","Lafayette Parish","22055","central","Lafayette Parish, LA (central): 22055","29180","Lafayette, LA","metro","Lafayette, LA (metro): 29180","c('22001','22055','22099','22113')","318","Lafayette-New Iberia-Opelousas, LA","Lafayette-New Iberia-Opelousas, LA: 318","c('22001','22055','22099','22113','22045','22097')"
"LA","St. Martin Parish","22099","outlying","St. Martin Parish, LA (outlying): 22099","29180","Lafayette, LA","metro","Lafayette, LA (metro): 29180","c('22001','22055','22099','22113')","318","Lafayette-New Iberia-Opelousas, LA","Lafayette-New Iberia-Opelousas, LA: 318","c('22001','22055','22099','22113','22045','22097')"
"LA","Vermilion Parish","22113","outlying","Vermilion Parish, LA (outlying): 22113","29180","Lafayette, LA","metro","Lafayette, LA (metro): 29180","c('22001','22055','22099','22113')","318","Lafayette-New Iberia-Opelousas, LA","Lafayette-New Iberia-Opelousas, LA: 318","c('22001','22055','22099','22113','22045','22097')"
"IN","Benton County","18007","outlying","Benton County, IN (outlying): 18007","29200","Lafayette-West Lafayette, IN","metro","Lafayette-West Lafayette, IN (metro): 29200","c('18007','18015','18157','18171')","320","Lafayette-West Lafayette-Frankfort, IN","Lafayette-West Lafayette-Frankfort, IN: 320","c('18023','18007','18015','18157','18171','18181')"
"IN","Carroll County","18015","outlying","Carroll County, IN (outlying): 18015","29200","Lafayette-West Lafayette, IN","metro","Lafayette-West Lafayette, IN (metro): 29200","c('18007','18015','18157','18171')","320","Lafayette-West Lafayette-Frankfort, IN","Lafayette-West Lafayette-Frankfort, IN: 320","c('18023','18007','18015','18157','18171','18181')"
"IN","Tippecanoe County","18157","central","Tippecanoe County, IN (central): 18157","29200","Lafayette-West Lafayette, IN","metro","Lafayette-West Lafayette, IN (metro): 29200","c('18007','18015','18157','18171')","320","Lafayette-West Lafayette-Frankfort, IN","Lafayette-West Lafayette-Frankfort, IN: 320","c('18023','18007','18015','18157','18171','18181')"
"IN","Warren County","18171","outlying","Warren County, IN (outlying): 18171","29200","Lafayette-West Lafayette, IN","metro","Lafayette-West Lafayette, IN (metro): 29200","c('18007','18015','18157','18171')","320","Lafayette-West Lafayette-Frankfort, IN","Lafayette-West Lafayette-Frankfort, IN: 320","c('18023','18007','18015','18157','18171','18181')"
"LA","Calcasieu Parish","22019","central","Calcasieu Parish, LA (central): 22019","29340","Lake Charles, LA","metro","Lake Charles, LA (metro): 29340","c('22019','22023','22053')","324","Lake Charles-DeRidder, LA","Lake Charles-DeRidder, LA: 324","c('22011','22019','22023','22053')"
"LA","Cameron Parish","22023","outlying","Cameron Parish, LA (outlying): 22023","29340","Lake Charles, LA","metro","Lake Charles, LA (metro): 29340","c('22019','22023','22053')","324","Lake Charles-DeRidder, LA","Lake Charles-DeRidder, LA: 324","c('22011','22019','22023','22053')"
"LA","Jefferson Davis Parish","22053","outlying","Jefferson Davis Parish, LA (outlying): 22053","29340","Lake Charles, LA","metro","Lake Charles, LA (metro): 29340","c('22019','22023','22053')","324","Lake Charles-DeRidder, LA","Lake Charles-DeRidder, LA: 324","c('22011','22019','22023','22053')"
"FL","Columbia County","12023","central","Columbia County, FL (central): 12023","29380","Lake City, FL","micro","Lake City, FL (micro): 29380","c('12023')","264","Gainesville-Lake City, FL","Gainesville-Lake City, FL: 264","c('12001','12041','12075','12023')"
"AZ","Mohave County","04015","central","Mohave County, AZ (central): 04015","29420","Lake Havasu City-Kingman, AZ","metro","Lake Havasu City-Kingman, AZ (metro): 29420","c('04015')","","","",""
"VA","Orange County","51137","central","Orange County, VA (central): 51137","29470","Lake of the Woods, VA","micro","Lake of the Woods, VA (micro): 29470","c('51137')","548","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA: 548","c('24003','24005','24013','24025','24027','24035','24510','24019','42055','24041','24043','54003','54065','51137','24009','24037','11001','24017','24021','24031','24033','51013','51043','51047','51059','51061','51107','51153','51157','51177','51179','51187','51510','51600','51610','51630','51683','51685','54037','51069','51840','54027')"
"FL","Polk County","12105","central","Polk County, FL (central): 12105","29460","Lakeland-Winter Haven, FL","metro","Lakeland-Winter Haven, FL (metro): 29460","c('12105')","422","Orlando-Lakeland-Deltona, FL","Orlando-Lakeland-Deltona, FL: 422","c('12035','12127','12105','12069','12095','12097','12117','12119')"
"PA","Lancaster County","42071","central","Lancaster County, PA (central): 42071","29540","Lancaster, PA","metro","Lancaster, PA (metro): 29540","c('42071')","","","",""
"MI","Clinton County","26037","central","Clinton County, MI (central): 26037","29620","Lansing-East Lansing, MI","metro","Lansing-East Lansing, MI (metro): 29620","c('26037','26045','26065')","330","Lansing-East Lansing-Owosso, MI","Lansing-East Lansing-Owosso, MI: 330","c('26037','26045','26065','26155')"
"MI","Eaton County","26045","central","Eaton County, MI (central): 26045","29620","Lansing-East Lansing, MI","metro","Lansing-East Lansing, MI (metro): 29620","c('26037','26045','26065')","330","Lansing-East Lansing-Owosso, MI","Lansing-East Lansing-Owosso, MI: 330","c('26037','26045','26065','26155')"
"MI","Ingham County","26065","central","Ingham County, MI (central): 26065","29620","Lansing-East Lansing, MI","metro","Lansing-East Lansing, MI (metro): 29620","c('26037','26045','26065')","330","Lansing-East Lansing-Owosso, MI","Lansing-East Lansing-Owosso, MI: 330","c('26037','26045','26065','26155')"
"WY","Albany County","56001","central","Albany County, WY (central): 56001","29660","Laramie, WY","micro","Laramie, WY (micro): 29660","c('56001')","","","",""
"TX","Webb County","48479","central","Webb County, TX (central): 48479","29700","Laredo, TX","metro","Laredo, TX (metro): 29700","c('48479')","","","",""
"PR","Lares Municipio","72081","central","Lares Municipio, PR (central): 72081","29720","Lares, PR","micro","Lares, PR (micro): 29720","c('72081')","490","San Juan-Bayamón, PR","San Juan-Bayamón, PR: 490","c('72013','72027','72065','72115','72123','72015','72057','72109','72081','72007','72009','72017','72019','72021','72025','72029','72031','72033','72035','72037','72039','72041','72045','72047','72051','72053','72054','72061','72063','72069','72077','72085','72087','72089','72091','72095','72101','72103','72105','72107','72119','72127','72129','72135','72137','72139','72143','72145','72151','72141')"
"NM","Doña Ana County","35013","central","Doña Ana County, NM (central): 35013","29740","Las Cruces, NM","metro","Las Cruces, NM (metro): 29740","c('35013')","238","El Paso-Las Cruces, TX-NM","El Paso-Las Cruces, TX-NM: 238","c('48141','48229','35013')"
"NM","Mora County","35033","outlying","Mora County, NM (outlying): 35033","29780","Las Vegas, NM","micro","Las Vegas, NM (micro): 29780","c('35033','35047')","105","Albuquerque-Santa Fe-Los Alamos, NM","Albuquerque-Santa Fe-Los Alamos, NM: 105","c('35001','35043','35057','35061','35039','35033','35047','35028','35049')"
"NM","San Miguel County","35047","central","San Miguel County, NM (central): 35047","29780","Las Vegas, NM","micro","Las Vegas, NM (micro): 29780","c('35033','35047')","105","Albuquerque-Santa Fe-Los Alamos, NM","Albuquerque-Santa Fe-Los Alamos, NM: 105","c('35001','35043','35057','35061','35039','35033','35047','35028','35049')"
"NV","Clark County","32003","central","Clark County, NV (central): 32003","29820","Las Vegas-Henderson-North Las Vegas, NV","metro","Las Vegas-Henderson-North Las Vegas, NV (metro): 29820","c('32003')","332","Las Vegas-Henderson, NV","Las Vegas-Henderson, NV: 332","c('32003','32023')"
"MS","Jasper County","28061","outlying","Jasper County, MS (outlying): 28061","29860","Laurel, MS","micro","Laurel, MS (micro): 29860","c('28061','28067')","279","Hattiesburg-Laurel, MS","Hattiesburg-Laurel, MS: 279","c('28035','28073','28111','28061','28067')"
"MS","Jones County","28067","central","Jones County, MS (central): 28067","29860","Laurel, MS","micro","Laurel, MS (micro): 29860","c('28061','28067')","279","Hattiesburg-Laurel, MS","Hattiesburg-Laurel, MS: 279","c('28035','28073','28111','28061','28067')"
"NC","Scotland County","37165","central","Scotland County, NC (central): 37165","29900","Laurinburg, NC","micro","Laurinburg, NC (micro): 29900","c('37165')","246","Fayetteville-Lumberton-Pinehurst, NC","Fayetteville-Lumberton-Pinehurst, NC: 246","c('37051','37093','37165','37155','37125','37153')"
"KS","Douglas County","20045","central","Douglas County, KS (central): 20045","29940","Lawrence, KS","metro","Lawrence, KS (metro): 29940","c('20045')","312","Kansas City-Overland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS: 312","c('20005','20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177','20045','20059','20043','29003','29021','29063','29101')"
"TN","Lawrence County","47099","central","Lawrence County, TN (central): 47099","29980","Lawrenceburg, TN","micro","Lawrenceburg, TN (micro): 29980","c('47099')","400","Nashville-Davidson--Murfreesboro, TN","Nashville-Davidson--Murfreesboro, TN: 400","c('47099','47117','47015','47021','47037','47043','47081','47111','47119','47147','47149','47159','47165','47169','47187','47189','47003','47031','47127','47051')"
"OK","Comanche County","40031","central","Comanche County, OK (central): 40031","30020","Lawton, OK","metro","Lawton, OK (metro): 30020","c('40031','40033')","334","Lawton-Duncan, OK","Lawton-Duncan, OK: 334","c('40137','40031','40033')"
"OK","Cotton County","40033","outlying","Cotton County, OK (outlying): 40033","30020","Lawton, OK","metro","Lawton, OK (metro): 30020","c('40031','40033')","334","Lawton-Duncan, OK","Lawton-Duncan, OK: 334","c('40137','40031','40033')"
"IA","Plymouth County","19149","central","Plymouth County, IA (central): 19149","30180","Le Mars, IA","micro","Le Mars, IA (micro): 30180","c('19149')","512","Sioux City-Le Mars, IA-NE-SD","Sioux City-Le Mars, IA-NE-SD: 512","c('19149','19193','31043','46127')"
"MO","Laclede County","29105","central","Laclede County, MO (central): 29105","30060","Lebanon, MO","micro","Lebanon, MO (micro): 30060","c('29105')","","","",""
"PA","Lebanon County","42075","central","Lebanon County, PA (central): 42075","30140","Lebanon, PA","metro","Lebanon, PA (metro): 30140","c('42075')","276","Harrisburg-York-Lebanon, PA","Harrisburg-York-Lebanon, PA: 276","c('42001','42041','42043','42099','42075','42133')"
"NH","Grafton County","33009","central","Grafton County, NH (central): 33009","30150","Lebanon-Claremont, NH-VT","micro","Lebanon-Claremont, NH-VT (micro): 30150","c('33009','33019','50017','50027')","","","",""
"NH","Sullivan County","33019","outlying","Sullivan County, NH (outlying): 33019","30150","Lebanon-Claremont, NH-VT","micro","Lebanon-Claremont, NH-VT (micro): 30150","c('33009','33019','50017','50027')","","","",""
"VT","Orange County","50017","outlying","Orange County, VT (outlying): 50017","30150","Lebanon-Claremont, NH-VT","micro","Lebanon-Claremont, NH-VT (micro): 30150","c('33009','33019','50017','50027')","","","",""
"VT","Windsor County","50027","central","Windsor County, VT (central): 50027","30150","Lebanon-Claremont, NH-VT","micro","Lebanon-Claremont, NH-VT (micro): 30150","c('33009','33019','50017','50027')","","","",""
"PA","Union County","42119","central","Union County, PA (central): 42119","30260","Lewisburg, PA","micro","Lewisburg, PA (micro): 30260","c('42119')","146","Bloomsburg-Berwick-Sunbury, PA","Bloomsburg-Berwick-Sunbury, PA: 146","c('42037','42119','42109','42093','42097')"
"TN","Marshall County","47117","central","Marshall County, TN (central): 47117","30280","Lewisburg, TN","micro","Lewisburg, TN (micro): 30280","c('47117')","400","Nashville-Davidson--Murfreesboro, TN","Nashville-Davidson--Murfreesboro, TN: 400","c('47099','47117','47015','47021','47037','47043','47081','47111','47119','47147','47149','47159','47165','47169','47187','47189','47003','47031','47127','47051')"
"ID","Nez Perce County","16069","central","Nez Perce County, ID (central): 16069","30300","Lewiston, ID-WA","metro","Lewiston, ID-WA (metro): 30300","c('16069','53003')","","","",""
"WA","Asotin County","53003","central","Asotin County, WA (central): 53003","30300","Lewiston, ID-WA","metro","Lewiston, ID-WA (metro): 30300","c('16069','53003')","","","",""
"ME","Androscoggin County","23001","central","Androscoggin County, ME (central): 23001","30340","Lewiston-Auburn, ME","metro","Lewiston-Auburn, ME (metro): 30340","c('23001')","438","Portland-Lewiston-South Portland, ME","Portland-Lewiston-South Portland, ME: 438","c('23001','23005','23023','23031')"
"PA","Mifflin County","42087","central","Mifflin County, PA (central): 42087","30380","Lewistown, PA","micro","Lewistown, PA (micro): 30380","c('42087')","","","",""
"MD","Calvert County","24009","central","Calvert County, MD (central): 24009","30500","Lexington Park, MD","metro","Lexington Park, MD (metro): 30500","c('24009','24037')","548","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA: 548","c('24003','24005','24013','24025','24027','24035','24510','24019','42055','24041','24043','54003','54065','51137','24009','24037','11001','24017','24021','24031','24033','51013','51043','51047','51059','51061','51107','51153','51157','51177','51179','51187','51510','51600','51610','51630','51683','51685','54037','51069','51840','54027')"
"MD","St. Mary's County","24037","central","St. Mary's County, MD (central): 24037","30500","Lexington Park, MD","metro","Lexington Park, MD (metro): 30500","c('24009','24037')","548","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA: 548","c('24003','24005','24013','24025','24027','24035','24510','24019','42055','24041','24043','54003','54065','51137','24009','24037','11001','24017','24021','24031','24033','51013','51043','51047','51059','51061','51107','51153','51157','51177','51179','51187','51510','51600','51610','51630','51683','51685','54037','51069','51840','54027')"
